site_id,physical_site_stable_key,name,country,country_iso_a2,latitude,longitude,geometry_json,geometry_type,geometry_source_entity_kinds_json,geometry_derivations_json,geometry_methods_json,geometry_scope_classes_json,geometry_authority_classes_json,geometry_use_scopes_json,geometry_precision_scopes_json,horizontal_uncertainty_metres,horizontal_uncertainty_unknown_reason,geometry_evidence_ids_json,project_count,project_ids_json,project_stable_keys_json,statuses_json,oldest_status_as_of,newest_status_as_of,verification_posture,independent_imagery_verification,imagery_review_outcomes_json
vcc-site-cc86e5f5e64a0438e8c1,curated:lvrtc-pozitrons-kurzeme-data-center,LVRTC Pozitrons Kurzeme Data Center,Latvia,LV,56.9356302057,22.0132502617,"{""coordinates"":[22.0132502617,56.9356302057],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""authoritative_site_plan""]","[""parcel_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Government cadastral reference point for the reported 113,200 square metre project parcel; 300 metre stated uncertainty.""]",300,,"[""a16dbcad-9b13-557e-9b38-46e3305bcc0e""]",1,"[""e997ad94-2a62-5c44-90f9-fa27edf77dc2""]","[""curated:lvrtc-pozitrons-kurzeme-data-center:phase-1-current-build""]","[""under_construction""]",2026-06-30,2026-06-30,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-75fed87a1b38b8cd7280,curated:maincubes-mainhub-nauen-campus,maincubes mainHub Nauen Campus,Germany,DE,52.5935,12.8929999,"{""coordinates"":[12.8929999,52.5935],""type"":""Point""}",Point,"[""project""]","[""coordinates_to_point""]","[""authoritative_site_plan""]","[""first_party_shared_campus_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""First-party BER02/mainHub Nauen location point derived exactly from the published latitude and longitude; not a parcel, building outline, footprint, or measured centroid.""]",,official source does not state positional accuracy,"[""1e5b63b2-b334-52e0-94a1-f78d02457964""]",1,"[""3941c42e-216d-52fa-b0d8-d7555b441a1a""]","[""curated:maincubes-mainhub-nauen-campus:ber02""]","[""under_construction""]",2026-07-19,2026-07-19,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_reject_with_unadjudicated_later_conflict_no_construction_claim""]"
vcc-site-fcc06643c640f5d8cce2,curated:microsoft-mount-pleasant-datacenter-campus,Microsoft Mount Pleasant Datacenter Campus,United States,US,42.676507349999994,-87.91034345,"{""coordinates"":[[[-87.9139269,42.683417],[-87.9059446,42.6833145],[-87.9057086,42.6695977],[-87.9149783,42.6697634],[-87.9140127,42.6762396],[-87.9093671,42.6762317],[-87.9093886,42.6796786],[-87.9139591,42.6797653],[-87.9139269,42.683417]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_named_construction_area_polygon_as_campus_locator""]","[""reviewed_openstreetmap_named_microsoft_fairwater_phase_2_construction_area_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for a named Microsoft Fairwater Phase 2 construction area, used only to locate the Mount Pleasant datacenter campus. It is not an official campus boundary, the complete campus extent, a parcel, a building footprint, the official second-facility footprint, a construction-progress extent, or a survey-accuracy claim.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""ab38ac59-f17b-5f63-b060-392d2bebd078""]",1,"[""ccb7fe0e-f94d-58ca-8d36-695a9cd48d56""]","[""curated:microsoft-mount-pleasant-datacenter-campus:second-facility""]","[""under_construction""]",2026-06-23,2026-06-23,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_uncertain_unsuperseded_no_construction_claim""]"
vcc-site-0ecf05307f91c1e40479,curated:qscale-q01-levis-campus,QScale Q01 Lévis Campus,Canada,CA,46.676157,-71.32506265,"{""coordinates"":[[[-71.3254368,46.6766699],[-71.3258964,46.6763421],[-71.3252239,46.6758982],[-71.3251745,46.6759334],[-71.3250213,46.6758322],[-71.3249314,46.6758963],[-71.3245495,46.6756441],[-71.3242289,46.6758727],[-71.3254368,46.6766699]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_named_addressed_facility_polygon_as_campus_locator""]","[""reviewed_openstreetmap_named_addressed_qscale_facility_building_polygon""]","[""community_mapped""]","[""campus_locator""]","[""Contributor-mapped polygon for one named QScale data-centre building at Q01's exact first-party address, used only to locate the Q01 campus. It is not the Building B footprint or centroid, the Q01 campus boundary, a parcel, a construction extent, or a survey-accuracy claim.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""8dff3085-994d-5629-b19b-7f2f88c44967""]",1,"[""a848e771-2e45-55fb-8d43-db0885bb824f""]","[""curated:qscale-q01-levis-campus:building-b""]","[""under_construction""]",2026-06-04,2026-06-04,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-249f52c31025c0aa2ef2,curated:related-openai-oracle-stargate-michigan-saline,The Barn Stargate Data Center Campus,United States,US,42.1239264,-83.88208795,"{""coordinates"":[[[-83.8784026,42.1173137],[-83.8730704,42.1209108],[-83.8731347,42.1245156],[-83.8818358,42.1244519],[-83.8820075,42.1279293],[-83.8854568,42.1278934],[-83.8856017,42.1307062],[-83.8911055,42.1242212],[-83.8908802,42.1171466],[-83.8824366,42.1172341],[-83.880087,42.1174729],[-83.8784026,42.1173137]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""cross_source_overlay""]","[""openstreetmap_named_website_tagged_construction_site_polygon_as_campus_locator""]","[""reviewed_openstreetmap_named_website_tagged_barn_construction_site_polygon""]","[""community_mapped""]","[""campus_locator""]","[""The frozen global-open-v3 Polygon is a contributor-mapped construction-site locator for the named Barn data-center campus, inherited by the current-build project through the explicit v14 project_targets relationship. It is not an official, cadastral, or survey boundary; a verified complete 250-acre campus extent; a building or project footprint; a construction extent; or a source of lifecycle, capacity, energy, operating-status, or imagery claims.""]",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,"[""2c1a0857-1368-581b-adfa-96bf72cc9c16""]",1,"[""7d936c4e-29f2-592f-984b-61f5d6367fc8""]","[""curated:related-openai-oracle-stargate-michigan-saline:current-build""]","[""under_construction""]",2026-06-01,2026-06-01,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""tracked_identity_bound_visible_change_followup_only_no_construction_claim""]"
vcc-site-942a847c35703b15ea18,curated:scala-huechuraba-campus,Scala Huechuraba Campus,Chile,CL,-33.36636,-70.67394,"{""coordinates"":[-70.67394,-33.36636],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""official_environmental_review_representative_point""]","[""official_environmental_review_project_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Official Chilean environmental-review representative point for expediente 2162968448, rounded to five decimals with a conservative 50 metre analyst envelope. It is a project/site locator, not a parcel, campus boundary, building footprint, measured centroid, or survey-accuracy claim.""]",50,,"[""ef77b545-7802-50fa-b150-20b050eddec0""]",1,"[""3170da28-25e1-5859-b606-f86c78ba5c0f""]","[""curated:scala-huechuraba-campus:ssclhb01""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-443900b22a794305df17,curated:scala-lampa-campus,Scala Lampa Campus,Chile,CL,-33.29298,-70.73915,"{""coordinates"":[-70.73915,-33.29298],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""official_environmental_review_representative_point""]","[""official_environmental_review_project_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""Official Chilean environmental-review representative point for expediente 2152920300, rounded to five decimals with a conservative 50 metre analyst envelope. It is a project/site locator, not a parcel, campus boundary, building footprint, measured centroid, or survey-accuracy claim.""]",50,,"[""6a7d7a4f-0365-5de4-99f4-4325db00db64""]",1,"[""54c278ca-4dff-5f57-b5a6-911f8a615f5e""]","[""curated:scala-lampa-campus:sscllp01""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-b12dddd73cb490c6bb64,curated:scala-praia-do-futuro-campus,Scala Praia do Futuro Campus,Brazil,BR,-3.7515085,-38.4580015,"{""coordinates"":[[[-38.458162,-3.753499],[-38.45902,-3.753223],[-38.45784,-3.749518],[-38.456983,-3.749794],[-38.458162,-3.753499]]],""type"":""Polygon""}",Polygon,"[""project""]","[""direct_geometry""]","[""authoritative_surveyed_project_boundary""]","[""surveyed_project_boundary""]","[""official_source""]","[""official_boundary""]","[""Polygon transformed from the four surveyed project-boundary vertices in the official municipal plan; 5 metre stated uncertainty.""]",5,,"[""295b555a-ca97-5752-b525-24ab75f62a71""]",1,"[""b5625b8f-5e00-5fbe-b313-ba7adb980583""]","[""curated:scala-praia-do-futuro-campus:sforpf01""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_official_boundary,false,"[""tracked_blind_ambiguous_locally_unsealed_identity_no_construction_claim""]"
vcc-site-10c105346f5cad5b0aa5,curated:ten-brinke-spata-data-center,Ten Brinke Spata Data Center,Greece,GR,37.96626241294147,23.90870178233002,"{""coordinates"":[23.90870178233002,37.96626241294147],""type"":""Point""}",Point,"[""project""]","[""direct_geometry""]","[""authoritative_site_plan""]","[""facility_reference_point""]","[""official_source""]","[""reviewed_site_locator""]","[""First-party project map point, facility-specific, with 50 metre stated horizontal uncertainty.""]",50,,"[""ad6f843e-6f09-567d-82e6-58ecd9959ff7""]",1,"[""38033ec9-dbd8-56bb-8a35-0fa91dd284e2""]","[""curated:ten-brinke-spata-data-center:active-construction""]","[""under_construction""]",2026-07-21,2026-07-21,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,"[""not_reviewed_for_core_preview""]"
vcc-site-00808116377785b5c125,curated:verne-mantsala-data-center-campus,Verne Mäntsälä Data Center Campus,Finland,FI,60.63529659183684,25.286185526695697,"{""coordinates"":[[[25.28186318450449,60.63524801718477],[25.282821333622106,60.63344684080821],[25.283174529253323,60.633492871877664],[25.288848570957793,60.63423216521858],[25.2901751032975,60.63530906972012],[25.290507868886902,60.63557917921867],[25.289648316678505,60.63714634286547],[25.28882597202742,60.63679805612663],[25.28663041236235,60.63586806167368],[25.28186318450449,60.63524801718477]]],""type"":""Polygon""}",Polygon,"[""campus""]","[""direct_geometry""]","[""authoritative_site_plan""]","[""official_cadastral_campus_parcel_boundary""]","[""official_source""]","[""official_boundary""]","[""Exact municipal cadastral polygon for property 505-407-7-137, inherited through the explicit project-to-campus link; it is the full campus parcel, not a building or the current 70 MW development footprint.""]",,official source does not state positional accuracy,"[""708cee21-4519-5840-a07c-2f1f8398cb87""]",1,"[""8f8c241d-ee6b-5182-8a76-ebb101a3f4c2""]","[""curated:verne-mantsala-data-center-campus:current-development""]","[""under_construction""]",2026-06-17,2026-06-17,recent_authoritative_physical_observation_plus_official_boundary,false,"[""not_reviewed_for_core_preview""]"
